1	ʔeyn	ʔeyn	VERB	exs	_	0	root	_	_
14	ʔanī	ʔanī	PRON	pro:person	_	15	nsubj	_	_
15	hifsīq	ʔafsīq	VERB	v	_	12	ccomp	_	_
16	hiqlīṭ	lehaqlīṭ	VERB	v	_	15	xcomp	_	_
17	?	?	PUNCT	?	_	9	punct	_	_

1	Gōgi	Gōgi	PROPN	n:prop	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	2	nsubj	_	_
2	racā	rocā	VERB	part	_	0	root	_	_
3	še	še	SCONJ	conj:subor	_	6	mark	_	_
4	ʔanī	ʔanī	PRON	pro:person	_	6	nsubj	_	_
5	loʔ	loʔ	PART	neg	_	6	neg	_	_
6	hiqlīṭ	ʔaqlīṭ	VERB	v	_	2	ccomp	_	_
7	ʔet	ʔet	ADP	prep	_	8	case	_	_
8	ʔat	ʔat	PRON	pro:person	_	6	dobj	_	_
9	yotēr	yotēr	ADV	adv	_	6	advmod	_	_
10	?	?	PUNCT	?	_	2	punct	_	_

1	sagār	lisgōr	VERB	v	_	0	root	_	_
2	?	?	PUNCT	?	_	1	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	2	nsubj	_	_
2	racā	rocā	VERB	part	_	0	root	_	_
3	ʔet	ʔet	PART	acc	_	4	case	_	_
4	ze	ze	PRON	pro:dem	_	2	dobj	_	_
5	?	?	PUNCT	?	_	2	punct	_	_

1	ʔavāl	ʔavāl	CONJ	conj	_	5	cc	_	_
2	ze	ze	PRON	pro:dem	_	5	nsubj	_	_
3	šel	šel	PART	prep	_	5	case	_	_
4	ha	ha	DET	det	_	5	det	_	_
5	ʔunivērsiṭa	ʔunivērsiṭa	NOUN	n	_	9	parataxis	_	_
6	cm	,	PUNCT	cm	_	9	punct	_	_
7	baʔ	bōʔi	VERB	v	_	9	discourse	_	_
8	ʔanī	ʔanī	PRON	pro:person	_	9	nsubj	_	_
9	natān	ʔetēn	VERB	v	_	0	root	_	_
10	le	le	ADP	prep	_	11	case	_	_
11	ʔat	ʔat	PRON	pro:person	_	9	nmod	_	_
12	ʔaxēr	ʔaxēr	ADJ	adj	_	9	dobj:promoted	_	_
13	cm	,	PUNCT	cm	_	12	punct	_	_
14	šel	šelāḳ	PART	prep:pro	_	12	parataxis	_	_
15	cm	,	PUNCT	cm	_	12	punct	_	_
16	še	še	SCONJ	conj:subor	_	18	mark	_	_
17	sābaʔ	sābaʔ	NOUN	n	_	18	nsubj	_	_
18	hevīʔ	hevīʔ	VERB	v	_	12	parataxis	_	_
19	le	le	ADP	prep	_	20	case	_	_
20	ʔat	ʔat	PRON	pro:person	_	18	nmod	_	_
21	cm	,	PUNCT	cm	_	9	punct	_	_
22	ṭov	ṭov	INTJ	co	_	9	discourse	_	_
23	?	?	PUNCT	?	_	9	punct	_	_

1	ze	ze	PRON	pro:dem	_	2	nsubj	_	_
2	ṭeyp	ṭeyp	NOUN	n	_	0	root	_	_
3	šel	šel	PRON	prep	_	4	case	_	_
4	Hagār	Hagār	PROPN	n:prop	_	2	nmod:poss	_	_
5	.	.	PUNCT	.	_	2	punct	_	_

1	laqāx	qxi	VERB	v	_	0	root	_	_
2	!	!	PUNCT	!	_	1	punct	_	_

1	ʔavāl	ʔavāl	CONJ	conj	_	3	cc	_	_
2	huʔ	huʔ	PRON	pro:person	_	3	nsubj	_	_
3	kavēd	kavēd	ADJ	adj	_	0	root	_	_
4	.	.	PUNCT	.	_	3	punct	_	_

1	ʔanī	ʔanī	PRON	pro:person	_	2	nsubj	_	_
2	ṣam	ṣāma	VERB	part	_	0	root	_	_
3	ʕal	ʕal	ADP	prep	_	5	case	_	_
4	ha	ha	DET	det	_	5	det	_	_
5	šulxān	šulxān	NOUN	n	_	2	nmod	_	_
6	cm	,	PUNCT	cm	_	2	punct	_	_
7	ṭov	ṭov	INTJ	co	_	2	discourse	_	_
8	?	?	PUNCT	?	_	2	punct	_	_

1	ʕaḳšāyw	ʕaḳšāyw	ADV	adv	_	2	advmod	_	_
2	dibēr	tedabrī	VERB	v	_	0	root	_	_
3	cm	,	PUNCT	cm	_	2	punct	_	_
4	ki	ki	SCONJ	conj:subor	_	6	mark	_	_
5	ʔanī	ʔanāxnu	PRON	pro:person	_	6	nsubj	_	_
6	kaʔn	kaʔn	ADV	adv	_	2	advcl	_	_
7	bišvīl	bišvīl	ADP	prep	_	8	case	_	_
8	hiqlīṭ	lehaqlīṭ	VERB	v	_	6	advcl	_	_
9	ʔet	ʔet	PART	acc	_	10	case	_	_
10	ʔat	ʔat	PRON	pro	_	8	dobj	_	_
11	cm	,	PUNCT	cm	_	8	punct	_	_
12	šamāʕ	lišmōaʕ	VERB	v	_	8	parataxis	_	_
13	ʔet	ʔet	PART	acc	_	14	case	_	_
14	davār	divrēy	NOUN	n	_	12	dobj	_	_
15	xoḳmā	xoḳmatēḳ	NOUN	n	_	14	nmod:smixut	_	_
16	.	.	PUNCT	.	_	2	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	3	nsubj	_	_
2	loʔ	loʔ	PART	neg	_	3	neg	_	_
3	racā	rocā	VERB	part	_	0	root	_	_
4	ʔavāl	ʔavāl	CONJ	conj	_	3	cc	_	_
5	?	?	PUNCT	?	_	3	punct	_	_

1	lāma	lāma	ADV	que	_	0	root	_	_
2	?	?	PUNCT	?	_	1	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	2	nsubj	_	_
2	racā	rocā	VERB	part	_	0	root	_	_
3	ʕod	ʕod	DET	qn	_	4	det	_	_
4	mic	mic	NOUN	n	_	2	dobj	_	_
5	?	?	PUNCT	?	_	2	punct	_	_

1	ʔulāy	ʔulāy	ADV	adv	_	2	advmod	_	_
2	ʕaṣā	naʕaṣē	VERB	v	_	0	root	_	_
3	ʔaruxāt	ʔaruxāt	NOUN	n	_	2	dobj	_	_
4	bōqer	bōqer	NOUN	n	_	3	nmod:smixut	_	_
5	?	?	PUNCT	?	_	2	punct	_	_

1	ʕod	ʕod	DET	qn	_	2	det	_	_
2	mic	mic	NOUN	n	_	7	parataxis	_	_
3	cm	,	PUNCT	cm	_	7	punct	_	_
4	ʔavāl	ʔavāl	CONJ	conj	_	7	cc	_	_
5	lāma	lāma	ADV	que	_	7	advmod	_	_
6	ʔat	ʔat	PRON	pro:person	_	7	nsubj	_	_
7	baḳā	boḳā	VERB	part	_	0	root	_	_
8	?	?	PUNCT	?	_	7	punct	_	_

1	ʕod	ʕod	DET	adv	_	2	det	_	_
2	Mīci	Mīci	NOUN	n:prop	_	0	root	_	_
3	?	?	PUNCT	?	_	2	punct	_	_

1	ṭov	ṭov	INTJ	co	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	ze	ze	PRON	pro:dem	_	2	nsubj	_	_
2	reyq	reyq	ADJ	adj	_	0	root	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

1	ha	ha	DET	det	_	2	det	_	_
2	baqbūq	baqbūq	NOUN	n	_	6	nsubj	_	_
3	ha	ha	DET	det	_	4	det	_	_
4	ze	ze	PRON	pro:dem	_	2	amod	_	_
5	huʔ	huʔ	PRON	pro:person	_	6	cop	_	_
6	reyq	reyq	ADJ	adj	_	0	root	_	_
7	.	.	PUNCT	.	_	6	punct	_	_

1	mīšehu	mīšehu	PRON	pro:indef	_	2	nsubj	_	_
2	gamār	gamār	VERB	v	_	0	root	_	_
3	po	po	ADV	adv	_	2	advmod	_	_
4	ʔet	ʔet	PART	acc	_	7	case	_	_
5	kol	kol	DET	qn	_	7	det:predet	_	_
6	ha	ha	DET	det	_	7	det	_	_
7	mic	mic	NOUN	n	_	2	dobj	_	_
8	.	.	PUNCT	.	_	2	punct	_	_

1	gugigigi	gugigigi	X	bab	_	4	dep	_	_
2	gugigigi	gugigigi	X	bab	_	1	parataxis:repeat	_	_
3	cm	,	PUNCT	cm	_	4	punct	_	_
4	lāma	lāma	ADV	que	_	0	root:promoted	_	_
5	ʔat	ʔat	PRON	pro:person	_	4	nsubj	_	_
6	.	.	PUNCT	.	_	4	punct	_	_

1	baḳyanūqi	baḳyanūqi	ADJ	a:dim	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	ʔoy	ʔoy	INTJ	co	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	ʔoyoyoyoyoy	ʔoyoyoyoyoy	INTJ	co	_	3	discourse	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
3	baʔ	bōʔi	VERB	v	_	0	root	_	_
4	.	.	PUNCT	.	_	3	punct	_	_

1	ʔoyoyoyoy	ʔoyoyoyoy	INTJ	co	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	xxx	xxx	X	w	_	2	dep	_	_
2	xadāš	xadāš	ADJ	adj	_	0	root	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

1	Geūla	Geūla	PROPN	n:prop	_	4	vocative	_	_
2	cm	,	PUNCT	cm	_	4	punct	_	_
3	ʔat	ʔat	PRON	pro:person	_	4	nsubj	_	_
4	racā	rocā	VERB	part	_	0	root	_	_
5	halāḳ	lalēḳet	VERB	v	_	4	xcomp	_	_
6	herʔā	leharʔōt	VERB	v	_	5	xcomp	_	_
7	ʔet	ʔet	PART	acc	_	9	case	_	_
8	ha	ha	DET	det	_	9	det	_	_
9	quqiyā	quqiyā	NOUN	n	_	6	dobj	_	_
10	šel	šel	ADP	prep	_	11	case	_	_
11	ʔat	ʔat	PRON	pro:person	_	9	nmod:poss	_	_
12	le	le	ADP	prep	_	13	case	_	_
13	Rāʕya	Rāʕya	PROPN	n:prop	_	6	nmod	_	_
14	?	?	PUNCT	?	_	4	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	3	nsubj	_	_
2	loʔ	loʔ	PART	neg	_	3	neg	_	_
3	qarāʔ	qarāʔt	VERB	v	_	0	root	_	_
4	ʔet	ʔet	PART	acc	_	5	case	_	_
5	ze	ze	PRON	pro:dem	_	3	dobj	_	_
6	?	?	PUNCT	?	_	3	punct	_	_

1	mi	mi	PRON	que	_	2	nsubj	_	_
2	qarāʕ	qarāʕ	VERB	v	_	0	root	_	_
3	ʔet	ʔet	PART	acc	_	4	case	_	_
4	ze	ze	PRON	pro:dem	_	2	dobj	_	_
5	?	?	PUNCT	?	_	2	punct	_	_

1	lāma	lāma	ADV	que	_	3	advmod	_	_
2	ʔīmaʔ	ʔīmaʔ	NOUN	n	_	3	nsubj	_	_
3	qarāʕ	qarʕā	VERB	v	_	0	root	_	_
4	?	?	PUNCT	?	_	3	punct	_	_

1	ʔavāl	ʔavāl	CONJ	conj	_	4	cc	_	_
2	ze	ze	PRON	pro:dem	_	4	nsubj	_	_
3	loʔ	loʔ	PART	neg	_	4	neg	_	_
4	qarūaʕ	qarūaʕ	ADJ	adj	_	0	root	_	_
5	cm	,	PUNCT	cm	_	4	punct	_	_
6	ʔet	ʔet	PART	acc	_	7	case	_	_
7	ze	ze	PRON	pro:dem	_	10	dobj	_	_
8	ʔanī	ʔanī	PRON	pro:person	_	10	nsubj	_	_
9	loʔ	loʔ	PART	neg	_	10	neg	_	_
10	qarāʕ	ʔeqrāʕ	VERB	v	_	4	parataxis	_	_
11	.	.	PUNCT	.	_	4	punct	_	_

1	raq	raq	DET	qn	_	3	det	_	_
2	ha	ha	DET	det	_	3	det	_	_
3	sadīn	sadīn	NOUN	n	_	0	root	_	_
4	še	še	SCONJ	conj:subor	_	5	mark	_	_
5	hayā	hayā	VERB	cop	_	3	acl:relcl:obj	_	_
6	le	le	ADP	prep	_	7	case	_	_
7	ʔanī	ʔanī	PRON	pro:person	_	5	nmod	_	_
8	cm	,	PUNCT	cm	_	3	punct	_	_
9	hayā	hayā	VERB	cop	_	10	aux	_	_
10	qarūaʕ	qarūaʕ	ADJ	adj	_	3	parataxis	_	_
11	qcat	qcat	ADV	adv	_	10	advmod	_	_
12	cm	,	PUNCT	cm	_	3	punct	_	_
13	qarāʕ	qarāʕti	VERB	v	_	3	parataxis	_	_
14	ʕad	ʕad	ADP	prep	_	16	case	_	_
15	ha	ha	DET	det	_	16	det	_	_
16	sof	sof	NOUN	n	_	13	nmod	_	_
17	.	.	PUNCT	.	_	3	punct	_	_

1	ʔoy	ʔoy	INTJ	co	_	3	discourse	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
3	raʔā	tirʔī	VERB	v	_	0	root	_	_
4	ma	ma	PRON	que	_	5	dobj	_	_
5	macāʔ	macāʔti	VERB	v	_	3	ccomp	_	_
6	kaʔn	kaʔn	ADV	adv	_	5	advmod	_	_
7	.	.	PUNCT	.	_	3	punct	_	_

1	mocēc	mocēc	NOUN	n	_	0	root	_	_
2	kaxōl	kaxōl	ADJ	adj	_	1	amod	_	_
3	šel	šel	PART	prep	_	4	case	_	_
4	yēled	yaldā	NOUN	n	_	1	nmod:poss	_	_
5	qaṭān	qṭanā	VERB	part	_	4	amod	_	_
6	še	še	SCONJ	conj:subor	_	7	mark	_	_
7	hištamēš	hištamēš	VERB	part	_	4	acl:relcl:subj	_	_
8	ʕim	ʕim	ADP	prep	_	9	case	_	_
9	mocēc	mocēc	NOUN	n	_	7	dobj	_	_
10	.	.	PUNCT	.	_	1	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	2	nsubj	_	_
2	racā	rocā	VERB	part	_	0	root	_	_
3	halāḳ	lalēḳet	VERB	v	_	2	xcomp	_	_
4	herʔā	leharʔōt	VERB	v	_	3	xcomp	_	_
5	le	le	ADP	prep	_	6	case	_	_
6	Rāʕya	Rāʕya	PROPN	n:prop	_	4	nmod	_	_
7	ʔet	ʔet	PART	acc	_	9	case	_	_
8	ha	ha	DET	det	_	9	det	_	_
9	quqiyā	quqiyā	NOUN	n	_	4	dobj	_	_
10	?	?	PUNCT	?	_	2	punct	_	_

1	racā	rocā	VERB	part	_	0	root	_	_
2	še	še	SCONJ	conj:subor	_	4	mark	_	_
3	ʔanī	ʔanī	PRON	pro:person	_	4	nsubj	_	_
4	natān	ʔetēn	VERB	v	_	1	ccomp	_	_
5	le	le	ADP	prep	_	6	case	_	_
6	ʔat	ʔat	PRON	pro:person	_	4	nmod	_	_
7	qcat	qcat	DET	adv	_	8	det	_	_
8	makā	makōt	NOUN	n	_	4	dobj	_	_
9	be	be	ADP	prep	_	11	case	_	_
10	~ha	~ha	DET	det	_	11	det	_	_
11	ṭūsiq	ṭūsiq	NOUN	n	_	8	nmod	_	_
12	?	?	PUNCT	?	_	1	punct	_	_

1	ʔoh	ʔoh	INTJ	voc	_	0	root	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

1	ma	ma	PRON	que	_	6	discourse	_	_
2	qarā	qarā	VERB	v	_	1	mwe	_	_
3	Hagārili	Hagārili	PROPN	n:prop	_	6	vocative	_	_
4	cm	,	PUNCT	cm	_	6	root	_	_
5	ze	ze	PRON	pro:dem	_	6	nsubj	_	_
6	hayā	hayā	VERB	cop	_	0	root	_	_
7	be	be	ADP	prep	_	8	case	_	_
8	cxoq	cxoq	NOUN	n	_	6	advmod	_	_
9	.	.	PUNCT	.	_	6	root	_	_

1	ma	ma	PRON	que	_	4	discourse	_	_
2	cm	,	PUNCT	cm	_	4	punct	_	_
3	ʔat	ʔat	PRON	pro:person	_	4	nsubj	_	_
4	mecuvrāx	mecuvrāxat	ADJ	adj	_	0	root	_	_
5	meʔōd	meʔōd	ADV	adv	_	4	advmod	_	_
6	hayōm	hayōm	ADV	adv	_	4	advmod	_	_
7	cm	,	PUNCT	cm	_	4	punct	_	_
8	ʔanī	ʔanī	PRON	pro:person	_	9	nsubj	_	_
9	raʔā	roʔā	VERB	part	_	4	parataxis	_	_
10	še	še	SCONJ	conj:subor	_	12	mark	_	_
11	ʔat	ʔat	PRON	pro:person	_	12	nsubj	_	_
12	qam	qamt	VERB	v	_	9	ccomp	_	_
13	mecuvrāx	mecuvrāxat	ADJ	adj	_	12	xcomp	_	_
14	.	.	PUNCT	.	_	4	punct	_	_

1	yēled	yaldā	NOUN	n	_	6	nsubj	_	_
2	ʕim	ʕim	ADP	prep	_	3	case	_	_
3	quqiyā	quqiyōt	NOUN	n	_	1	nmod	_	_
4	kol	kol	ADV	X	_	6	advmod	_	_
5	kaḳ	kaḳ	ADV	X	_	4	mwe	_	_
6	yafē	yafā	ADJ	adj	_	0	root	_	_
7	cm	,	PUNCT	cm	_	6	punct	_	_
8	we	we	CONJ	conj	_	13	cc	_	_
9	mi	mi	ADP	prep	_	11	case	_	_
10	kol	kol	DET	qn	_	11	det	_	_
11	davār	davār	NOUN	n	_	13	nmod	_	_
12	qaṭān	qaṭān	ADJ	adj	_	11	amod	_	_
13	baḳā	boḳā	VERB	part	_	6	conj	_	_
14	.	.	PUNCT	.	_	6	punct	_	_

1	ʔat	ʔat	PRON	pro:person	_	2	nsubj	_	_
2	hirgīš	margišā	VERB	part	_	0	root	_	_
3	loʔ	loʔ	PART	neg	_	4	neg	_	_
4	ṭov	ṭov	ADV	co	_	2	advmod	_	_
5	?	?	PUNCT	?	_	2	punct	_	_

1	māmi	māmi	NOUN	co	_	3	vocative	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
3	ken	ken	INTJ	co	_	0	root	_	_
4	?	?	PUNCT	?	_	3	punct	_	_

1	ʔe	ʔe	INTJ	voc	_	3	discourse	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
3	nešiqā	nešiqā	NOUN	n	_	0	root	_	_
4	be	be	ADP	prep	_	6	case	_	_
5	~ha	~ha	DET	det	_	6	det	_	_
6	ṭūsiq	ṭūsiq	NOUN	n	_	3	nmod	_	_
7	ha	ha	DET	det	_	8	det	_	_
8	matōq	matōq	ADJ	adj	_	6	amod	_	_
9	ha	ha	DET	det	_	10	det	_	_
10	ze	ze	PRON	pro:dem	_	6	amod	_	_
11	.	.	PUNCT	.	_	3	punct	_	_

1	ze	ze	PRON	pro:dem	_	2	nsubj	_	_
2	ṭūsiq	ṭūsiq	NOUN	n	_	0	root	_	_
3	še	še	SCONJ	conj:subor	_	4	mark	_	_
4	carīḳ	carīḳ	AUX	adv	_	2	acl:relcl:obj	_	_
5	kol	kol	DET	qn	_	7	det:predet	_	_
6	ha	ha	DET	det	_	7	det	_	_
7	zman	zman	NOUN	n	_	8	nmod:tmod	_	_
8	ʕaṣā	laʕaṣōt	VERB	v	_	4	xcomp	_	_
9	le	le	ADP	prep	_	10	case	_	_
10	huʔ	huʔ	PRON	pro:person	_	8	nmod	_	_
11	māšehu	māšehu	PRON	pro:indef	_	8	dobj	_	_
12	cm	,	PUNCT	cm	_	8	punct	_	_
13	hirbīc	leharbīc	VERB	v	_	8	parataxis	_	_
14	cm	,	PUNCT	cm	_	8	punct	_	_
15	nišēq	lenašēq	VERB	v	_	8	parataxis	_	_
16	cm	,	PUNCT	cm	_	8	punct	_	_
17	xibēq	lexabēq	VERB	v	_	8	parataxis	_	_
18	.	.	PUNCT	.	_	2	punct	_	_

1	ṭūsiq	ṭūsiq	NOUN	n	_	3	nsubj	_	_
2	kazē	kazē	DET	pro:dem	_	1	amod	_	_
3	xamūd	xamūd	NOUN	n	_	0	root	_	_
4	cm	,	PUNCT	cm	_	3	punct	_	_
5	naḳōn	naḳōn	INTJ	co	_	3	discourse	_	_
6	?	?	PUNCT	?	_	3	punct	_	_

1	mi	mi	PRON	que	_	3	nsubj	_	_
2	ze	ze	PRON	pro:dem	_	3	cop	_	_
3	hitpanēq	mitpanēq	VERB	part	_	0	root	_	_
4	?	?	PUNCT	?	_	3	punct	_	_

1	ṭūsiqa	ṭūsiqa	NOUN	n:dim	_	3	root	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
3	ma	ma	PRON	que	_	0	root	_	_
4	hayā	yihiyē	VERB	cop	_	3	mwe	_	_
5	?	?	PUNCT	?	_	3	punct	_	_

1	ʔaz	ʔaz	INTJ	adv	_	3	discourse	_	_
2	ma	ma	PRON	que	_	3	dobj	_	_
3	ʕaṣā	ʕaṣīt	VERB	v	_	0	root	_	_
4	be	be	ADP	prep	_	6	case	_	_
5	~ha	~ha	DET	det	_	6	det	_	_
6	bōqer	bōqer	NOUN	n	_	3	nmod:tmod	_	_
7	ʕim	ʕim	ADP	prep	_	8	case	_	_
8	ʔābaʔ	ʔābaʔ	NOUN	n	_	3	nmod	_	_
9	?	?	PUNCT	?	_	3	punct	_	_

1	qarāʔ	qarāʔnu	VERB	v	_	0	root	_	_
2	sipūr	sipurīm	NOUN	n	_	1	dobj	_	_
3	cm	,	PUNCT	cm	_	1	punct	_	_
4	naḳōn	naḳōn	INTJ	co	_	1	discourse	_	_
5	?	?	PUNCT	?	_	1	punct	_	_

1	Hagāri	Hagāri	PROPN	n:prop	_	4	vocative	_	_
2	cm	,	PUNCT	cm	_	4	punct	_	_
3	ma	ma	PRON	que	_	4	dobj	_	_
4	ʕaṣā	ʕaṣītem	VERB	v	_	0	root	_	_
5	be	be	ADP	prep	_	7	case	_	_
6	~ha	~ha	DET	det	_	7	det	_	_
7	bōqer	bōqer	NOUN	n	_	4	nmod:tmod	_	_
8	?	?	PUNCT	?	_	4	punct	_	_

1	ken	ken	INTJ	co	_	3	discourse	_	_
2	cm	,	PUNCT	cm	_	3	punct	_	_
